10:11:52 [INFO] Loading Qwen/Qwen2.5-VL-32B-Instruct (4-bit NF4, first run downloads weights)…
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 18 files:   0%|          | 0/18 [00:00<?, ?it/s]Fetching 18 files: 100%|██████████| 18/18 [00:00<00:00, 27235.74it/s]
Loading weights:   0%|          | 0/1161 [00:00<?, ?it/s]Loading weights:   0%|          | 1/1161 [00:00<03:13,  6.00it/s]Loading weights:   0%|          | 2/1161 [00:00<03:30,  5.50it/s]Loading weights:   1%|          | 6/1161 [00:00<01:11, 16.09it/s]Loading weights:   2%|▏         | 28/1161 [00:00<00:16, 67.23it/s]Loading weights:   3%|▎         | 40/1161 [00:00<00:15, 72.76it/s]Loading weights:   4%|▍         | 52/1161 [00:00<00:13, 82.37it/s]Loading weights:   6%|▌         | 64/1161 [00:01<00:12, 85.49it/s]Loading weights:   6%|▋         | 73/1161 [00:01<00:12, 83.71it/s]Loading weights:   7%|▋         | 82/1161 [00:01<00:12, 84.79it/s]Loading weights:   9%|▊         | 100/1161 [00:01<00:10, 104.82it/s]Loading weights:  10%|▉         | 113/1161 [00:01<00:09, 106.70it/s]Loading weights:  11%|█         | 124/1161 [00:01<00:09, 107.01it/s]Loading weights:  12%|█▏        | 135/1161 [00:01<00:15, 68.03it/s] Loading weights:  13%|█▎        | 148/1161 [00:01<00:12, 78.78it/s]Loading weights:  14%|█▍        | 161/1161 [00:02<00:11, 86.18it/s]Loading weights:  15%|█▍        | 172/1161 [00:02<00:10, 90.69it/s]Loading weights:  16%|█▌        | 184/1161 [00:02<00:10, 88.96it/s]Loading weights:  17%|█▋        | 194/1161 [00:02<00:10, 88.16it/s]Loading weights:  18%|█▊        | 204/1161 [00:02<00:12, 78.26it/s]Loading weights:  18%|█▊        | 213/1161 [00:02<00:12, 74.21it/s]Loading weights:  19%|█▉        | 221/1161 [00:02<00:12, 72.31it/s]Loading weights:  20%|██        | 233/1161 [00:03<00:11, 80.14it/s]Loading weights:  21%|██        | 244/1161 [00:03<00:10, 87.40it/s]Loading weights:  22%|██▏       | 254/1161 [00:03<00:16, 54.26it/s]Loading weights:  23%|██▎       | 262/1161 [00:03<00:16, 55.26it/s]Loading weights:  23%|██▎       | 269/1161 [00:03<00:16, 55.75it/s]Loading weights:  24%|██▍       | 280/1161 [00:03<00:13, 64.10it/s]Loading weights:  25%|██▍       | 288/1161 [00:03<00:13, 66.34it/s]Loading weights:  25%|██▌       | 296/1161 [00:04<00:13, 65.19it/s]Loading weights:  26%|██▋       | 305/1161 [00:04<00:12, 69.09it/s]Loading weights:  27%|██▋       | 316/1161 [00:04<00:11, 76.00it/s]Loading weights:  28%|██▊       | 324/1161 [00:04<00:10, 76.29it/s]Loading weights:  29%|██▊       | 332/1161 [00:04<00:11, 74.45it/s]Loading weights:  30%|██▉       | 346/1161 [00:04<00:08, 91.33it/s]Loading weights:  31%|███       | 356/1161 [00:04<00:08, 93.61it/s]Loading weights:  32%|███▏      | 366/1161 [00:04<00:08, 93.87it/s]Loading weights:  33%|███▎      | 378/1161 [00:04<00:08, 96.79it/s]Loading weights:  34%|███▎      | 390/1161 [00:05<00:07, 97.79it/s]Loading weights:  35%|███▍      | 402/1161 [00:05<00:07, 101.66it/s]Loading weights:  36%|███▌      | 413/1161 [00:05<00:07, 99.38it/s] Loading weights:  37%|███▋      | 424/1161 [00:05<00:07, 97.66it/s]Loading weights:  37%|███▋      | 434/1161 [00:05<00:07, 96.06it/s]Loading weights:  38%|███▊      | 444/1161 [00:05<00:07, 90.25it/s]Loading weights:  39%|███▉      | 454/1161 [00:05<00:08, 84.42it/s]Loading weights:  40%|███▉      | 463/1161 [00:05<00:08, 81.38it/s]Loading weights:  41%|████      | 473/1161 [00:06<00:08, 85.61it/s]Loading weights:  42%|████▏     | 485/1161 [00:06<00:07, 92.47it/s]Loading weights:  43%|████▎     | 497/1161 [00:06<00:06, 99.13it/s]Loading weights:  44%|████▍     | 509/1161 [00:06<00:06, 95.90it/s]Loading weights:  45%|████▍     | 521/1161 [00:06<00:06, 98.07it/s]Loading weights:  46%|████▌     | 533/1161 [00:06<00:06, 98.01it/s]Loading weights:  47%|████▋     | 545/1161 [00:06<00:06, 101.56it/s]Loading weights:  48%|████▊     | 556/1161 [00:07<00:14, 43.16it/s] Loading weights:  49%|████▊     | 564/1161 [00:07<00:12, 47.05it/s]Loading weights:  49%|████▉     | 572/1161 [00:07<00:12, 48.34it/s]Loading weights:  50%|█████     | 582/1161 [00:07<00:10, 53.58it/s]Loading weights:  51%|█████     | 593/1161 [00:07<00:09, 59.44it/s]Loading weights:  52%|█████▏    | 604/1161 [00:08<00:08, 63.45it/s]Loading weights:  53%|█████▎    | 612/1161 [00:08<00:08, 62.94it/s]Loading weights:  53%|█████▎    | 619/1161 [00:08<00:10, 50.72it/s]Loading weights:  54%|█████▍    | 629/1161 [00:08<00:09, 54.78it/s]Loading weights:  55%|█████▌    | 640/1161 [00:08<00:08, 59.50it/s]Loading weights:  56%|█████▌    | 647/1161 [00:08<00:09, 52.96it/s]Loading weights:  56%|█████▌    | 653/1161 [00:09<00:12, 41.70it/s]Loading weights:  57%|█████▋    | 662/1161 [00:09<00:09, 50.27it/s]Loading weights:  58%|█████▊    | 668/1161 [00:09<00:10, 46.53it/s]Loading weights:  58%|█████▊    | 677/1161 [00:09<00:09, 52.52it/s]Loading weights:  59%|█████▉    | 688/1161 [00:09<00:07, 60.65it/s]Loading weights:  60%|██████    | 700/1161 [00:09<00:06, 70.52it/s]Loading weights:  61%|██████▏   | 712/1161 [00:09<00:05, 81.24it/s]Loading weights:  62%|██████▏   | 725/1161 [00:09<00:04, 92.12it/s]Loading weights:  64%|██████▎   | 738/1161 [00:10<00:04, 101.29it/s]Loading weights:  65%|██████▍   | 754/1161 [00:10<00:03, 116.55it/s]Loading weights:  66%|██████▋   | 771/1161 [00:10<00:03, 128.70it/s]Loading weights:  79%|███████▊  | 913/1161 [00:10<00:00, 489.06it/s]Loading weights:  92%|█████████▏| 1067/1161 [00:10<00:00, 787.99it/s]Loading weights: 100%|█████████▉| 1160/1161 [00:10<00:00, 823.90it/s]Loading weights: 100%|██████████| 1161/1161 [00:10<00:00, 109.55it/s]
10:12:10 [INFO] Model ready
10:12:10 [INFO]   Phase 1: end-of-document detection (37 pages)…
10:14:50 [INFO]   [TITLE-GATE] p12: title='РАЙОНЕН ЕКСПЕРТЕН СЪВЕТ ПО УСТРОЙСТВО НА ТЕРИТОРИЯТА НА ОБЩИНА ПЛОВДИВ - РАЙОН "ЗАПАДЕН"' identifier='протокол № 5' -> grounded=2/2
10:14:50 [INFO]   End at page 11 → doc starts at page 12 (conf=90%, signal=titled_id_header)
10:15:00 [INFO]   Checking page 12 (context: [11, 12, 13])
10:15:07 [INFO]   Reason: The next page begins with a document title 'ЗАЯВЛЕНИЕ' and includes a document-level identifier 'Вх. № 2-94 00-304/27.02.2017 г.' indicating the start of a new document.
10:15:07 [INFO]   p12: end=True, signal=titled_id_header, signal_on_page=13, conf=90%
10:15:07 [INFO]   Signal 'titled_id_header' is on p13, not p12 — adjusting boundary: doc ends at p12, next doc starts at p13
10:15:09 [INFO]   [TITLE-GATE] p13: title='ЗАЯВЛЕНИЕ' identifier='Вх. № 9900-507 от 27.02.2019 г.' -> grounded=2/2
10:15:09 [INFO]   End at page 12 → doc starts at page 13 (conf=90%, signal=titled_id_header)
10:15:14 [INFO]   Checking page 13 (context: [12, 13, 14])
10:15:20 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласувал', 'Одобрил' contains handwritten signatures and filled names/dates.
10:15:20 [INFO]   p13: end=True, signal=signature_block, signal_on_page=13, conf=90%
10:15:24 [INFO]   Next-page-start reason: The content appears to be a continuation of the same application form without any new heading or change in subject/issuer.
10:15:24 [INFO]   Signature on p13 but next page does not start a new doc — suppressed
10:15:29 [INFO]   Checking page 14 (context: [13, 14, 15])
10:15:34 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласувал', 'Одобрил' contains handwritten signatures.
10:15:34 [INFO]   p14: end=True, signal=signature_block, signal_on_page=14, conf=90%
10:15:38 [INFO]   Next-page-start reason: The next page contains a new header block labeled 'Обект' and 'Част', indicating a new document structure.
10:15:38 [INFO]   Signature on p14 confirmed as end — next page starts new doc (conf=90%) [next_page_heading='с доклад / ECUT']
10:15:38 [INFO]   End at page 14 → doc starts at page 15 (conf=90%, signal=signature_block)
10:15:45 [INFO]   Checking page 15 (context: [14, 15, 16])
10:15:50 [INFO]   Reason: The next page begins with a document title and an object identifier (обект №), indicating the start of a new document.
10:15:50 [INFO]   p15: end=True, signal=titled_id_header, signal_on_page=15, conf=90%
10:15:51 [INFO]   [TITLE-GATE] p15: title='none' identifier='none' -> grounded=0/2
10:15:54 [INFO]   [TITLE-GATE] titled_id_header at p15 SUPPRESSED — neither grounded on claimed page and no grounded-title page in window [14, 15, 16]
10:15:58 [INFO]   Checking page 16 (context: [15, 16, 17])
10:16:02 [INFO]   Reason: No clear end or start signals are present on page 16; the content appears continuous with adjacent pages.
10:16:02 [INFO]   p16: end=False, signal=none, signal_on_page=16, conf=90%
10:16:05 [INFO]   Checking page 17 (context: [16, 17, 18])
10:16:09 [INFO]   Reason: No clear end or start signals detected on page 17; content appears continuous.
10:16:09 [INFO]   p17: end=False, signal=none, signal_on_page=17, conf=90%
10:16:12 [INFO]   Checking page 18 (context: [17, 18, 19])
10:16:16 [INFO]   Reason: The next page begins with a document title and a document-level identifier (РС №), indicating the start of a new document.
10:16:16 [INFO]   p18: end=True, signal=titled_id_header, signal_on_page=19, conf=90%
10:16:16 [INFO]   Signal 'titled_id_header' is on p19, not p18 — adjusting boundary: doc ends at p18, next doc starts at p19
10:16:17 [INFO]   [TITLE-GATE] p19: title='none' identifier='none' -> grounded=0/2
10:16:20 [INFO]   [TITLE-GATE] titled_id_header at p19 SUPPRESSED — neither grounded on claimed page and no grounded-title page in window [17, 18, 19]
10:16:23 [INFO]   Checking page 19 (context: [18, 19, 20])
10:16:27 [INFO]   Reason: No clear end or start signals are present on page 19 or the transition to page 20.
10:16:27 [INFO]   p19: end=False, signal=none, signal_on_page=19, conf=100%
10:16:31 [INFO]   Checking page 20 (context: [19, 20, 21])
10:16:35 [INFO]   Reason: No clear end or start signals are present on page 20.
10:16:35 [INFO]   p20: end=False, signal=none, signal_on_page=20, conf=100%
10:16:39 [INFO]   Checking page 21 (context: [20, 21, 22])
10:16:44 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласувал', and 'Одобрил' contains handwritten signatures and dates.
10:16:44 [INFO]   p21: end=True, signal=signature_block, signal_on_page=21, conf=90%
10:16:49 [INFO]   Next-page-start reason: The next page has a new heading and a different letterhead/logo, indicating a new document.
10:16:49 [INFO]   Signature on p21 confirmed as end — next page starts new doc (conf=92%) [next_page_heading='АТРИЯ-АРХ-ЕООД-КОМПЛЕКСНО ПРОЕКТИРАНЕ']
10:16:49 [INFO]   End at page 21 → doc starts at page 22 (conf=92%, signal=signature_block)
10:16:56 [INFO]   Checking page 22 (context: [21, 22, 23])
10:17:02 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласували', and 'Одобрени' includes handwritten signatures and dates, indicating a completed approval process.
10:17:02 [INFO]   p22: end=True, signal=signature_block, signal_on_page=22, conf=90%
10:17:08 [INFO]   Next-page-start reason: The next page has a new heading 'УДОСТОВЕРЕНИЕ за пълна проектиантска правоспособност' and a different issuing organization 'КАМАРА НА АРХИТЕКТИТЕ В БЪЛГАРИЯ'.
10:17:08 [INFO]   Signature on p22 confirmed as end — next page starts new doc (conf=92%) [next_page_heading='УДОСТОВЕРЕНИЕ за пълна проектиантска правоспособност']
10:17:08 [INFO]   End at page 22 → doc starts at page 23 (conf=92%, signal=signature_block)
10:17:13 [INFO]   Checking page 23 (context: [22, 23, 24])
10:17:19 [INFO]   Reason: The page contains labeled fields 'Проектант' with a handwritten signature next to it, indicating a project sign-off.
10:17:19 [INFO]   p23: end=True, signal=project_signoff, signal_on_page=23, conf=90%
10:17:24 [INFO]   Next-page-start reason: The next page has a new heading and a different letterhead/logo, indicating a new document.
10:17:24 [INFO]   Signature on p23 confirmed as end — next page starts new doc (conf=92%) [next_page_heading='ЗАСТРАХОВАТЕЛНА ПОЛИЦА № 16 465 1317 0000546808']
10:17:24 [INFO]   End at page 23 → doc starts at page 24 (conf=92%, signal=project_signoff)
10:17:29 [INFO]   Checking page 24 (context: [23, 24, 25])
10:17:37 [INFO]   Reason: The next page begins with a document title 'СКИЦА НА ПОЗЕМЛЕН ИМОТ' and includes a document-level identifier '№ 15-525575-27.10.2016 г.', indicating the start of a new document.
10:17:37 [INFO]   p24: end=True, signal=titled_id_header, signal_on_page=25, conf=90%
10:17:37 [INFO]   Signal 'titled_id_header' is on p25, not p24 — adjusting boundary: doc ends at p24, next doc starts at p25
10:17:40 [INFO]   [TITLE-GATE] p25: title='СКИЦА НА ПОЗЕМЛЕН ИМОТ' identifier='№ 15-525575-27.10.2016 г.' -> grounded=2/2
10:17:40 [INFO]   End at page 24 → doc starts at page 25 (conf=90%, signal=titled_id_header)
10:17:45 [INFO]   Checking page 25 (context: [24, 25, 26])
10:17:52 [INFO]   Reason: The next page begins with a document title 'НОТАРИАЛЕН АКТ' and includes a document-level identifier 'N.....35.....том.....III.....рег. N.....3716.....дело N.....417...от 30.09.2016 година'.
10:17:52 [INFO]   p25: end=True, signal=titled_id_header, signal_on_page=26, conf=90%
10:17:52 [INFO]   Signal 'titled_id_header' is on p26, not p25 — adjusting boundary: doc ends at p25, next doc starts at p26
10:17:54 [INFO]   [TITLE-GATE] p26: title='НОТАРИАЛЕН АКТ' identifier='№ 30705' -> grounded=2/2
10:17:54 [INFO]   End at page 25 → doc starts at page 26 (conf=90%, signal=titled_id_header)
10:17:59 [INFO]   Checking page 26 (context: [25, 26, 27])
10:18:05 [INFO]   Reason: The next page begins with a document title and a numbered identifier, indicating the start of a new document.
10:18:05 [INFO]   p26: end=True, signal=titled_id_header, signal_on_page=27, conf=90%
10:18:05 [INFO]   Signal 'titled_id_header' is on p27, not p26 — adjusting boundary: doc ends at p26, next doc starts at p27
10:18:07 [INFO]   [TITLE-GATE] p27: title='none' identifier='none' -> grounded=0/2
10:18:12 [INFO]   [TITLE-GATE] titled_id_header at p27 SUPPRESSED — neither grounded on claimed page and 2 grounded-title pages (ambiguous) in window [25, 26, 27]
10:18:17 [INFO]   Checking page 27 (context: [26, 27, 28])
10:18:23 [INFO]   Reason: No clear end or start signals are present on page 27; the content appears to continue seamlessly into the next page.
10:18:23 [INFO]   p27: end=False, signal=none, signal_on_page=27, conf=100%
10:18:27 [INFO]   Checking page 28 (context: [27, 28, 29])
10:18:33 [INFO]   Reason: No clear end or start signals are present on page 28; the content appears to continue seamlessly into the next page.
10:18:33 [INFO]   p28: end=False, signal=none, signal_on_page=28, conf=100%
10:18:37 [INFO]   Checking page 29 (context: [28, 29, 30])
10:18:43 [INFO]   Reason: No clear end or start signals are present on page 29; the content appears to continue seamlessly into page 30.
10:18:43 [INFO]   p29: end=False, signal=none, signal_on_page=29, conf=100%
