05:20:11 [INFO] Loading Qwen/Qwen2.5-VL-32B-Instruct (4-bit NF4, first run downloads weights)…
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 18 files:   0%|          | 0/18 [00:00<?, ?it/s]Fetching 18 files: 100%|██████████| 18/18 [00:00<00:00, 138782.12it/s]
Loading weights:   0%|          | 0/1161 [00:00<?, ?it/s]Loading weights:   0%|          | 1/1161 [00:00<04:07,  4.68it/s]Loading weights:   0%|          | 2/1161 [00:00<03:31,  5.49it/s]Loading weights:   1%|          | 6/1161 [00:00<01:11, 16.21it/s]Loading weights:   2%|▏         | 28/1161 [00:00<00:16, 68.74it/s]Loading weights:   4%|▎         | 41/1161 [00:00<00:13, 81.30it/s]Loading weights:   5%|▍         | 54/1161 [00:00<00:12, 90.45it/s]Loading weights:   7%|▋         | 76/1161 [00:00<00:09, 118.91it/s]Loading weights:   8%|▊         | 89/1161 [00:01<00:09, 117.30it/s]Loading weights:   9%|▉         | 102/1161 [00:01<00:09, 117.61it/s]Loading weights:  11%|█         | 124/1161 [00:01<00:08, 129.54it/s]Loading weights:  12%|█▏        | 137/1161 [00:01<00:08, 120.81it/s]Loading weights:  13%|█▎        | 150/1161 [00:01<00:08, 118.18it/s]Loading weights:  15%|█▍        | 172/1161 [00:01<00:07, 129.80it/s]Loading weights:  16%|█▌        | 185/1161 [00:01<00:07, 124.18it/s]Loading weights:  17%|█▋        | 198/1161 [00:01<00:07, 121.34it/s]Loading weights:  19%|█▉        | 220/1161 [00:02<00:07, 128.69it/s]Loading weights:  20%|██        | 233/1161 [00:02<00:07, 124.30it/s]Loading weights:  21%|██        | 246/1161 [00:02<00:07, 121.41it/s]Loading weights:  23%|██▎       | 268/1161 [00:02<00:06, 130.73it/s]Loading weights:  24%|██▍       | 281/1161 [00:02<00:07, 125.36it/s]Loading weights:  25%|██▌       | 294/1161 [00:02<00:06, 125.11it/s]Loading weights:  27%|██▋       | 310/1161 [00:02<00:06, 131.47it/s]Loading weights:  28%|██▊       | 324/1161 [00:02<00:06, 132.36it/s]Loading weights:  29%|██▉       | 340/1161 [00:03<00:06, 134.61it/s]Loading weights:  30%|███       | 354/1161 [00:03<00:06, 119.47it/s]Loading weights:  32%|███▏      | 374/1161 [00:03<00:05, 139.60it/s]Loading weights:  34%|███▎      | 389/1161 [00:03<00:06, 126.27it/s]Loading weights:  35%|███▍      | 403/1161 [00:03<00:06, 125.16it/s]Loading weights:  36%|███▌      | 420/1161 [00:03<00:05, 136.46it/s]Loading weights:  38%|███▊      | 436/1161 [00:03<00:05, 139.44it/s]Loading weights:  39%|███▉      | 451/1161 [00:03<00:06, 112.13it/s]Loading weights:  40%|████      | 466/1161 [00:04<00:05, 120.66it/s]Loading weights:  42%|████▏     | 484/1161 [00:04<00:05, 130.55it/s]Loading weights:  43%|████▎     | 498/1161 [00:04<00:05, 119.59it/s]Loading weights:  45%|████▍     | 520/1161 [00:04<00:04, 136.47it/s]Loading weights:  46%|████▌     | 535/1161 [00:04<00:04, 127.86it/s]Loading weights:  47%|████▋     | 549/1161 [00:05<00:13, 45.48it/s] Loading weights:  48%|████▊     | 559/1161 [00:05<00:12, 46.75it/s]Loading weights:  49%|████▉     | 569/1161 [00:05<00:11, 53.11it/s]Loading weights:  50%|████▉     | 580/1161 [00:05<00:09, 58.56it/s]Loading weights:  51%|█████     | 589/1161 [00:06<00:10, 57.09it/s]Loading weights:  51%|█████▏    | 597/1161 [00:06<00:10, 54.27it/s]Loading weights:  52%|█████▏    | 605/1161 [00:06<00:10, 54.94it/s]Loading weights:  53%|█████▎    | 616/1161 [00:06<00:09, 60.01it/s]Loading weights:  54%|█████▎    | 623/1161 [00:06<00:09, 58.17it/s]Loading weights:  54%|█████▍    | 630/1161 [00:06<00:10, 51.44it/s]Loading weights:  55%|█████▌    | 641/1161 [00:06<00:08, 58.09it/s]Loading weights:  56%|█████▌    | 652/1161 [00:07<00:08, 62.81it/s]Loading weights:  57%|█████▋    | 659/1161 [00:07<00:08, 60.10it/s]Loading weights:  57%|█████▋    | 666/1161 [00:07<00:09, 52.30it/s]Loading weights:  58%|█████▊    | 677/1161 [00:07<00:08, 59.73it/s]Loading weights:  59%|█████▉    | 688/1161 [00:07<00:07, 64.59it/s]Loading weights:  60%|█████▉    | 695/1161 [00:07<00:07, 61.82it/s]Loading weights:  60%|██████    | 702/1161 [00:07<00:07, 58.15it/s]Loading weights:  62%|██████▏   | 724/1161 [00:08<00:04, 90.76it/s]Loading weights:  63%|██████▎   | 737/1161 [00:08<00:04, 99.45it/s]Loading weights:  65%|██████▍   | 749/1161 [00:08<00:04, 95.69it/s]Loading weights:  66%|██████▌   | 761/1161 [00:08<00:03, 100.76it/s]Loading weights:  73%|███████▎  | 847/1161 [00:08<00:01, 297.67it/s]Loading weights:  83%|████████▎ | 961/1161 [00:08<00:00, 520.68it/s]Loading weights:  88%|████████▊ | 1027/1161 [00:08<00:00, 557.11it/s]Loading weights:  94%|█████████▎| 1086/1161 [00:08<00:00, 549.99it/s]Loading weights: 100%|█████████▉| 1160/1161 [00:08<00:00, 593.48it/s]Loading weights: 100%|██████████| 1161/1161 [00:08<00:00, 129.16it/s]
05:20:27 [INFO] Model ready
05:20:27 [INFO]   Phase 1: end-of-document detection (37 pages)…
05:22:42 [INFO]   p10: end=True, signal=titled_id_header, signal_on_page=11, conf=80%
05:22:42 [INFO]   Signal 'titled_id_header' is on p11, not p10 — adjusting boundary: doc ends at p10, next doc starts at p11
05:22:43 [INFO]   [TITLE-GATE] p11: title='none' identifier='none' -> grounded=0/2
05:22:48 [INFO]   [TITLE-GATE] titled_id_header at p11 SUPPRESSED — neither grounded on claimed page and 2 grounded-title pages (ambiguous) in window [9, 10, 11]
05:22:53 [INFO]   Checking page 11 (context: [10, 11, 12])
05:23:00 [INFO]   Reason: The next page begins with a document title 'ПРЕПИС-ИЗВЛЕЧЕНИЕ' and includes a document-level identifier 'протокол № 5', indicating the start of a new document.
05:23:00 [INFO]   p11: end=True, signal=titled_id_header, signal_on_page=12, conf=90%
05:23:00 [INFO]   Signal 'titled_id_header' is on p12, not p11 — adjusting boundary: doc ends at p11, next doc starts at p12
05:23:03 [INFO]   [TITLE-GATE] p12: title='РАЙОНЕН ЕКСПЕРТЕН СЪВЕТ ПО УСТРОЙСТВО НА ТЕРИТОРИЯТА НА ОБЩИНА ПЛОВДИВ - РАЙОН "ЗАПАДЕН"' identifier='протокол № 5' -> grounded=2/2
05:23:03 [INFO]   End at page 11 → doc starts at page 12 (conf=90%, signal=titled_id_header)
05:23:12 [INFO]   Checking page 12 (context: [11, 12, 13])
05:23:19 [INFO]   Reason: The next page begins with a document title 'ЗАЯВЛЕНИЕ' and includes a document-level identifier 'Вх. № 2-94 00-304/27.02.2017 г.' indicating the start of a new document.
05:23:19 [INFO]   p12: end=True, signal=titled_id_header, signal_on_page=13, conf=90%
05:23:19 [INFO]   Signal 'titled_id_header' is on p13, not p12 — adjusting boundary: doc ends at p12, next doc starts at p13
05:23:22 [INFO]   [TITLE-GATE] p13: title='ЗАЯВЛЕНИЕ' identifier='Вх. № 9900-507 от 27.02.2019 г.' -> grounded=2/2
05:23:22 [INFO]   End at page 12 → doc starts at page 13 (conf=90%, signal=titled_id_header)
05:23:27 [INFO]   Checking page 13 (context: [12, 13, 14])
05:23:33 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласувал', 'Одобрил' contains handwritten signatures and filled names/dates.
05:23:33 [INFO]   p13: end=True, signal=signature_block, signal_on_page=13, conf=90%
05:23:37 [INFO]   Next-page-start reason: The content appears to be a continuation of the same application form without any new heading or change in subject/issuer.
05:23:37 [INFO]   Signature on p13 but next page does not start a new doc — suppressed
05:23:41 [INFO]   Checking page 14 (context: [13, 14, 15])
05:23:46 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласувал', 'Одобрил' contains handwritten signatures.
05:23:46 [INFO]   p14: end=True, signal=signature_block, signal_on_page=14, conf=90%
05:23:50 [INFO]   Next-page-start reason: The next page contains a new header block labeled 'Обект' and 'Част', indicating a new document structure.
05:23:50 [INFO]   Signature on p14 confirmed as end — next page starts new doc (conf=90%) [next_page_heading='с доклад / ECUT']
05:23:50 [INFO]   End at page 14 → doc starts at page 15 (conf=90%, signal=signature_block)
05:23:57 [INFO]   Checking page 15 (context: [14, 15, 16])
05:24:02 [INFO]   Reason: The next page begins with a document title and an object identifier (обект №), indicating the start of a new document.
05:24:02 [INFO]   p15: end=True, signal=titled_id_header, signal_on_page=15, conf=90%
05:24:03 [INFO]   [TITLE-GATE] p15: title='none' identifier='none' -> grounded=0/2
05:24:06 [INFO]   [TITLE-GATE] titled_id_header at p15 SUPPRESSED — neither grounded on claimed page and no grounded-title page in window [14, 15, 16]
05:24:10 [INFO]   Checking page 16 (context: [15, 16, 17])
05:24:13 [INFO]   Reason: No clear end or start signals are present on page 16; the content appears continuous with adjacent pages.
05:24:13 [INFO]   p16: end=False, signal=none, signal_on_page=16, conf=90%
05:24:17 [INFO]   Checking page 17 (context: [16, 17, 18])
05:24:20 [INFO]   Reason: No clear end or start signals detected on page 17; content appears continuous.
05:24:20 [INFO]   p17: end=False, signal=none, signal_on_page=17, conf=90%
05:24:24 [INFO]   Checking page 18 (context: [17, 18, 19])
05:24:28 [INFO]   Reason: The next page begins with a document title and a document-level identifier (РС №), indicating the start of a new document.
05:24:28 [INFO]   p18: end=True, signal=titled_id_header, signal_on_page=19, conf=90%
05:24:28 [INFO]   Signal 'titled_id_header' is on p19, not p18 — adjusting boundary: doc ends at p18, next doc starts at p19
05:24:29 [INFO]   [TITLE-GATE] p19: title='none' identifier='none' -> grounded=0/2
05:24:32 [INFO]   [TITLE-GATE] titled_id_header at p19 SUPPRESSED — neither grounded on claimed page and no grounded-title page in window [17, 18, 19]
05:24:35 [INFO]   Checking page 19 (context: [18, 19, 20])
05:24:39 [INFO]   Reason: No clear end or start signals are present on page 19 or the transition to page 20.
05:24:39 [INFO]   p19: end=False, signal=none, signal_on_page=19, conf=100%
05:24:42 [INFO]   Checking page 20 (context: [19, 20, 21])
05:24:46 [INFO]   Reason: No clear end or start signals are present on page 20.
05:24:46 [INFO]   p20: end=False, signal=none, signal_on_page=20, conf=100%
05:24:50 [INFO]   Checking page 21 (context: [20, 21, 22])
05:24:55 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласувал', and 'Одобрил' contains handwritten signatures and dates.
05:24:55 [INFO]   p21: end=True, signal=signature_block, signal_on_page=21, conf=90%
05:24:59 [INFO]   Next-page-start reason: The next page has a new heading and a different letterhead/logo, indicating a new document.
05:24:59 [INFO]   Signature on p21 confirmed as end — next page starts new doc (conf=92%) [next_page_heading='АТРИЯ-АРХ-ЕООД-КОМПЛЕКСНО ПРОЕКТИРАНЕ']
05:24:59 [INFO]   End at page 21 → doc starts at page 22 (conf=92%, signal=signature_block)
05:25:07 [INFO]   Checking page 22 (context: [21, 22, 23])
05:25:13 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласували', and 'Одобрени' includes handwritten signatures and dates, indicating a completed approval process.
05:25:13 [INFO]   p22: end=True, signal=signature_block, signal_on_page=22, conf=90%
05:25:19 [INFO]   Next-page-start reason: The next page has a new heading 'УДОСТОВЕРЕНИЕ за пълна проектиантска правоспособност' and a different issuing organization 'КАМАРА НА АРХИТЕКТИТЕ В БЪЛГАРИЯ'.
05:25:19 [INFO]   Signature on p22 confirmed as end — next page starts new doc (conf=92%) [next_page_heading='УДОСТОВЕРЕНИЕ за пълна проектиантска правоспособност']
05:25:19 [INFO]   End at page 22 → doc starts at page 23 (conf=92%, signal=signature_block)
05:25:24 [INFO]   Checking page 23 (context: [22, 23, 24])
05:25:29 [INFO]   Reason: The page contains labeled fields 'Проектант' with a handwritten signature next to it, indicating a project sign-off.
05:25:29 [INFO]   p23: end=True, signal=project_signoff, signal_on_page=23, conf=90%
05:25:34 [INFO]   Next-page-start reason: The next page has a new heading and a different letterhead/logo, indicating a new document.
05:25:34 [INFO]   Signature on p23 confirmed as end — next page starts new doc (conf=92%) [next_page_heading='ЗАСТРАХОВАТЕЛНА ПОЛИЦА № 16 465 1317 0000546808']
05:25:34 [INFO]   End at page 23 → doc starts at page 24 (conf=92%, signal=project_signoff)
05:25:39 [INFO]   Checking page 24 (context: [23, 24, 25])
05:25:46 [INFO]   Reason: The next page begins with a document title 'СКИЦА НА ПОЗЕМЛЕН ИМОТ' and includes a document-level identifier '№ 15-525575-27.10.2016 г.', indicating the start of a new document.
05:25:46 [INFO]   p24: end=True, signal=titled_id_header, signal_on_page=25, conf=90%
05:25:46 [INFO]   Signal 'titled_id_header' is on p25, not p24 — adjusting boundary: doc ends at p24, next doc starts at p25
05:25:49 [INFO]   [TITLE-GATE] p25: title='СКИЦА НА ПОЗЕМЛЕН ИМОТ' identifier='№ 15-525575-27.10.2016 г.' -> grounded=2/2
05:25:49 [INFO]   End at page 24 → doc starts at page 25 (conf=90%, signal=titled_id_header)
05:25:54 [INFO]   Checking page 25 (context: [24, 25, 26])
05:26:02 [INFO]   Reason: The next page begins with a document title 'НОТАРИАЛЕН АКТ' and includes a document-level identifier 'N.....35.....том.....III.....рег. N.....3716.....дело N.....417...от 30.09.2016 година'.
05:26:02 [INFO]   p25: end=True, signal=titled_id_header, signal_on_page=26, conf=90%
05:26:02 [INFO]   Signal 'titled_id_header' is on p26, not p25 — adjusting boundary: doc ends at p25, next doc starts at p26
05:26:04 [INFO]   [TITLE-GATE] p26: title='НОТАРИАЛЕН АКТ' identifier='№ 30705' -> grounded=2/2
05:26:04 [INFO]   End at page 25 → doc starts at page 26 (conf=90%, signal=titled_id_header)
05:26:09 [INFO]   Checking page 26 (context: [25, 26, 27])
05:26:15 [INFO]   Reason: The next page begins with a document title and a numbered identifier, indicating the start of a new document.
05:26:15 [INFO]   p26: end=True, signal=titled_id_header, signal_on_page=27, conf=90%
05:26:15 [INFO]   Signal 'titled_id_header' is on p27, not p26 — adjusting boundary: doc ends at p26, next doc starts at p27
05:26:16 [INFO]   [TITLE-GATE] p27: title='none' identifier='none' -> grounded=0/2
05:26:22 [INFO]   [TITLE-GATE] titled_id_header at p27 SUPPRESSED — neither grounded on claimed page and 2 grounded-title pages (ambiguous) in window [25, 26, 27]
05:26:26 [INFO]   Checking page 27 (context: [26, 27, 28])
05:26:32 [INFO]   Reason: No clear end or start signals are present on page 27; the content appears to continue seamlessly into the next page.
05:26:32 [INFO]   p27: end=False, signal=none, signal_on_page=27, conf=100%
05:26:36 [INFO]   Checking page 28 (context: [27, 28, 29])
05:26:42 [INFO]   Reason: No clear end or start signals are present on page 28; the content appears to continue seamlessly into the next page.
05:26:42 [INFO]   p28: end=False, signal=none, signal_on_page=28, conf=100%
05:26:46 [INFO]   Checking page 29 (context: [28, 29, 30])
05:26:52 [INFO]   Reason: No clear end or start signals are present on page 29; the content appears to continue seamlessly into page 30.
05:26:52 [INFO]   p29: end=False, signal=none, signal_on_page=29, conf=100%
05:26:57 [INFO]   Checking page 30 (context: [29, 30, 31])
05:27:03 [INFO]   Reason: The labeled approval grid with 'Изготвил', 'Съгласувал', 'Одобрил' contains handwritten signatures and is located at the bottom of the page.
05:27:03 [INFO]   p30: end=True, signal=signature_block, signal_on_page=31, conf=80%
05:27:03 [INFO]   Signal 'signature_block' is on p31, not p30 — adjusting boundary: doc ends at p31, next doc starts at p32
05:27:03 [INFO]   End at page 31 → doc starts at page 32 (conf=80%, signal=signature_block)
05:27:12 [INFO]   Checking page 31 (context: [30, 31, 32])
05:27:18 [INFO]   Reason: The page contains a labeled approval grid with 'Нотариус' as a printed label, and it includes a handwritten signature and a round organizational stamp.
05:27:18 [INFO]   p31: end=True, signal=signature_block, signal_on_page=31, conf=90%
05:27:23 [INFO]   Next-page-start reason: The next page has a new heading 'О Б ЯСНИТЕЛНА ЗАПИСКА' indicating a new document.
05:27:23 [INFO]   Signature on p31 confirmed as end — next page starts new doc (conf=92%) [next_page_heading='О Б ЯСНИТЕЛНА ЗАПИСКА']
05:27:23 [INFO]   End at page 31 → doc starts at page 32 (conf=92%, signal=signature_block)
05:27:32 [INFO]   Checking page 32 (context: [31, 32, 33])
05:27:37 [INFO]   Reason: The labeled approval grid with 'Изготвил' and other labels contains handwritten signatures and dates.
05:27:37 [INFO]   p32: end=True, signal=signature_block, signal_on_page=32, conf=90%
05:27:41 [INFO]   Next-page-start reason: The content continues the same technical project description without a new heading or change in subject/issuer.
05:27:41 [INFO]   Signature on p32 but next page does not start a new doc — suppressed
05:27:46 [INFO]   Checking page 33 (context: [32, 33, 34])
05:27:52 [INFO]   Reason: The page contains a labeled approval grid with 'Изготвил' and a handwritten signature next to it.
05:27:52 [INFO]   p33: end=True, signal=signature_block, signal_on_page=33, conf=90%
05:27:56 [INFO]   Next-page-start reason: The next page has a new heading 'КОЛИЧЕСТВЕНА СМЕТКА' indicating a new document.
05:27:56 [INFO]   Signature on p33 confirmed as end — next page starts new doc (conf=92%) [next_page_heading='КОЛИЧЕСТВЕНА СМЕТКА']
